id_venda,data_venda,cliente,produto,categoria,tamanho,cor,regiao,canal_venda,forma_pagamento,parcelas,quantidade,preco_unitario,custo_unitario,percentual_desconto,valor_frete,receita_total,mes,trimestre,ano,faixa_receita_item
2191,2024-04-20,Cliente_0001,Saia Plissada,Moda Feminina,P,Branco,Sudeste,Loja Física,Pix,1,1,119.9,53.96,0.0,0.0,119.9,4,Q2,2024,Baixo Valor
2193,2024-11-30,Cliente_0190,Kit Cuecas Boxer 3un,Moda Íntima e Praia,GG,Azul,Norte,E-commerce,Cartão de Crédito,10,3,79.9,35.96,0.14,73.75,239.70000000000002,11,Q4,2024,Baixo Valor
2194,2024-07-29,Cliente_0193,Saia Plissada,Moda Feminina,P,Nude,Norte,E-commerce,Cartão de Crédito,10,3,119.9,53.96,0.13,76.57,359.70000000000005,7,Q3,2024,Baixo Valor
2195,2024-09-08,Cliente_0042,Chinelo Slim Conforto,Calçados,38,Branco,Sul,App,Cartão de Crédito,4,1,39.9,17.95,0.0,66.12,39.9,9,Q3,2024,Baixo Valor
2198,2024-10-30,Cliente_0231,Calça Jeans Casual,Moda Masculina,M,Preto,Sudeste,E-commerce,Boleto,1,2,189.9,85.45,0.16,63.36,379.8,10,Q4,2024,Baixo Valor
2199,2024-12-29,Cliente_0224,Vestido Estampado Midi,Moda Feminina,M,Preto,Norte,Loja Física,Pix,1,3,199.9,89.95,0.0,0.0,599.7,12,Q4,2024,Médio Valor
2200,2024-03-10,Cliente_0130,Sunga de Praia,Moda Íntima e Praia,G,Nude,Norte,Loja Física,Boleto,1,3,69.9,31.46,0.0,0.0,209.70000000000002,3,Q1,2024,Baixo Valor
2201,2024-10-25,Cliente_0203,Bermuda Sarja,Moda Masculina,G,Azul,Centro-Oeste,E-commerce,Cartão de Crédito,3,1,99.9,44.96,0.09,87.4,99.9,10,Q4,2024,Baixo Valor
2202,2024-03-03,Cliente_0180,Camisa Polo Masculina,Moda Masculina,P,Azul,Sudeste,E-commerce,Pix,1,3,129.9,58.46,0.0,90.12,389.70000000000005,3,Q1,2024,Baixo Valor
2203,2024-02-22,Cliente_0003,Boné Ajustável Aba Curva,Acessórios,G,Azul,Norte,E-commerce,Pix,1,2,59.9,26.95,0.0,85.62,119.8,2,Q1,2024,Baixo Valor
2204,2024-01-18,Cliente_0140,Sandália Salto Bloco,Calçados,44,Nude,Nordeste,Loja Física,Boleto,1,3,149.9,67.45,0.0,0.0,449.70000000000005,1,Q1,2024,Baixo Valor
2205,2024-01-21,Cliente_0114,Mochila Urbana,Acessórios,P,Azul,Centro-Oeste,Loja Física,Pix,1,3,219.9,98.95,0.0,0.0,659.7,1,Q1,2024,Médio Valor
2206,2024-04-07,Cliente_0220,Blusa Crepe Feminina,Moda Feminina,P,Nude,Nordeste,E-commerce,Cartão de Crédito,1,2,79.9,35.96,0.0,51.26,159.8,4,Q2,2024,Baixo Valor
2207,2024-09-25,Cliente_0207,Sunga de Praia,Moda Íntima e Praia,G,Nude,Centro-Oeste,App,Cartão de Crédito,11,1,69.9,31.46,0.0,30.36,69.9,9,Q3,2024,Baixo Valor
2208,2024-03-02,Cliente_0153,Kit Cuecas Boxer 3un,Moda Íntima e Praia,M,Azul,Centro-Oeste,App,Cartão de Crédito,5,1,79.9,35.96,0.0,90.09,79.9,3,Q1,2024,Baixo Valor
2209,2024-01-24,Cliente_0053,Sunga de Praia,Moda Íntima e Praia,G,Preto,Sudeste,App,Pix,1,3,69.9,31.46,0.0,96.15,209.70000000000002,1,Q1,2024,Baixo Valor
2210,2024-03-16,Cliente_0215,Vestido Estampado Midi,Moda Feminina,P,Preto,Norte,Loja Física,Boleto,1,2,199.9,89.95,0.0,0.0,399.8,3,Q1,2024,Baixo Valor
2212,2024-03-01,Cliente_0183,Calça Alfaiataria,Moda Feminina,M,Azul,Sudeste,E-commerce,Cartão de Crédito,3,3,159.9,71.95,0.0,78.05,479.70000000000005,3,Q1,2024,Baixo Valor
2213,2024-02-13,Cliente_0165,Camisa Polo Masculina,Moda Masculina,M,Preto,Sudeste,Loja Física,Pix,1,3,129.9,58.46,0.0,0.0,389.70000000000005,2,Q1,2024,Baixo Valor
2214,2024-10-02,Cliente_0196,Ténis Desportivo Run,Calçados,38,Vermelho,Norte,Loja Física,Pix,1,1,349.9,157.45,0.0,0.0,349.9,10,Q4,2024,Baixo Valor
2216,2024-02-25,Cliente_0158,Camiseta Básica Algodão,Moda Masculina,G,Branco,Centro-Oeste,App,Pix,1,3,49.9,22.45,0.0,61.55,149.7,2,Q1,2024,Baixo Valor
2217,2024-06-19,Cliente_0244,Calça Alfaiataria,Moda Feminina,M,Vermelho,Norte,App,Boleto,1,3,159.9,71.95,0.0,60.18,479.70000000000005,6,Q2,2024,Baixo Valor
2218,2024-09-09,Cliente_0174,Vestido Estampado Midi,Moda Feminina,G,Branco,Norte,Loja Física,Cartão de Crédito,8,1,199.9,89.95,0.0,0.0,199.9,9,Q3,2024,Baixo Valor
2219,2024-01-13,Cliente_0122,Blusa Crepe Feminina,Moda Feminina,M,Nude,Centro-Oeste,App,Cartão de Crédito,1,3,79.9,35.96,0.0,55.31,239.70000000000002,1,Q1,2024,Baixo Valor
2221,2024-12-16,Cliente_0025,Calça Alfaiataria,Moda Feminina,P,Azul,Sudeste,E-commerce,Boleto,1,1,159.9,71.95,0.0,51.69,159.9,12,Q4,2024,Baixo Valor
2223,2024-06-29,Cliente_0210,Kit Cuecas Boxer 3un,Moda Íntima e Praia,GG,Preto,Sul,App,Boleto,1,2,79.9,35.96,0.0,38.14,159.8,6,Q2,2024,Baixo Valor
2225,2024-12-30,Cliente_0104,Chinelo Slim Conforto,Calçados,44,Nude,Sudeste,Loja Física,Pix,1,3,39.9,17.95,0.0,0.0,119.69999999999999,12,Q4,2024,Baixo Valor
2226,2024-07-06,Cliente_0054,Vestido Estampado Midi,Moda Feminina,M,Nude,Sul,E-commerce,Boleto,1,1,199.9,89.95,0.28,96.21,199.9,7,Q3,2024,Baixo Valor
2227,2024-03-26,Cliente_0188,Bermuda Sarja,Moda Masculina,GG,Preto,Norte,E-commerce,Cartão de Crédito,11,1,99.9,44.96,0.0,98.44,99.9,3,Q1,2024,Baixo Valor
2229,2024-03-12,Cliente_0138,Kit Cuecas Boxer 3un,Moda Íntima e Praia,M,Preto,Sul,App,Cartão de Crédito,9,3,79.9,35.96,0.0,89.22,239.70000000000002,3,Q1,2024,Baixo Valor
2230,2024-05-13,Cliente_0215,Sunga de Praia,Moda Íntima e Praia,M,Preto,Centro-Oeste,App,Boleto,1,3,69.9,31.46,0.0,71.51,209.70000000000002,5,Q2,2024,Baixo Valor
2231,2024-12-05,Cliente_0168,Mochila Urbana,Acessórios,G,Nude,Nordeste,E-commerce,Cartão de Crédito,2,1,219.9,98.95,0.0,36.19,219.9,12,Q4,2024,Baixo Valor
2232,2024-09-23,Cliente_0224,Calça Alfaiataria,Moda Feminina,G,Vermelho,Centro-Oeste,E-commerce,Cartão de Crédito,5,2,159.9,71.95,0.0,29.47,319.8,9,Q3,2024,Baixo Valor
2233,2024-10-12,Cliente_0106,Saia Plissada,Moda Feminina,M,Vermelho,Nordeste,E-commerce,Boleto,1,2,119.9,53.96,0.0,26.65,239.8,10,Q4,2024,Baixo Valor
2234,2024-07-04,Cliente_0054,Mochila Urbana,Acessórios,G,Branco,Centro-Oeste,E-commerce,Boleto,1,2,219.9,98.95,0.11,93.71,439.8,7,Q3,2024,Baixo Valor
2235,2024-07-20,Cliente_0109,Calça Alfaiataria,Moda Feminina,GG,Vermelho,Sudeste,Loja Física,Cartão de Crédito,6,3,159.9,71.95,0.0,0.0,479.70000000000005,7,Q3,2024,Baixo Valor
2236,2024-02-15,Cliente_0126,Calça Alfaiataria,Moda Feminina,P,Nude,Sul,E-commerce,Pix,1,2,159.9,71.95,0.0,54.59,319.8,2,Q1,2024,Baixo Valor
2237,2024-11-07,Cliente_0135,Calça Alfaiataria,Moda Feminina,P,Preto,Sudeste,E-commerce,Boleto,1,1,159.9,71.95,0.07,46.74,159.9,11,Q4,2024,Baixo Valor
2238,2024-04-03,Cliente_0135,Sapato Social Couro,Calçados,40,Nude,Centro-Oeste,Loja Física,Cartão de Crédito,1,2,289.9,130.45,0.0,0.0,579.8,4,Q2,2024,Médio Valor
2239,2024-05-08,Cliente_0237,Bermuda Sarja,Moda Masculina,P,Azul,Sudeste,E-commerce,Pix,1,2,99.9,44.96,0.0,62.43,199.8,5,Q2,2024,Baixo Valor
2240,2024-11-09,Cliente_0118,Kit Cuecas Boxer 3un,Moda Íntima e Praia,P,Nude,Sul,E-commerce,Cartão de Crédito,1,2,79.9,35.96,0.0,80.93,159.8,11,Q4,2024,Baixo Valor
2241,2024-04-24,Cliente_0217,Conjunto Lingerie Renda,Moda Íntima e Praia,M,Azul,Nordeste,App,Boleto,1,2,119.9,53.96,0.0,28.28,239.8,4,Q2,2024,Baixo Valor
2242,2024-08-15,Cliente_0128,Chinelo Slim Conforto,Calçados,40,Azul,Sul,Loja Física,Cartão de Crédito,8,3,39.9,17.95,0.0,0.0,119.69999999999999,8,Q3,2024,Baixo Valor
2244,2024-09-13,Cliente_0128,Calça Alfaiataria,Moda Feminina,G,Branco,Sudeste,App,Cartão de Crédito,7,2,159.9,71.95,0.0,41.72,319.8,9,Q3,2024,Baixo Valor
2245,2024-04-12,Cliente_0086,Blusa Crepe Feminina,Moda Feminina,G,Nude,Norte,Loja Física,Pix,1,2,79.9,35.96,0.0,0.0,159.8,4,Q2,2024,Baixo Valor
2246,2024-07-17,Cliente_0062,Biquíni Cortininha,Moda Íntima e Praia,P,Azul,Nordeste,Loja Física,Boleto,1,3,139.9,62.96,0.0,0.0,419.70000000000005,7,Q3,2024,Baixo Valor
2248,2024-06-10,Cliente_0002,Boné Ajustável Aba Curva,Acessórios,G,Azul,Nordeste,Loja Física,Cartão de Crédito,8,2,59.9,26.95,0.0,0.0,119.8,6,Q2,2024,Baixo Valor
2249,2024-04-20,Cliente_0135,Saia Plissada,Moda Feminina,P,Branco,Sudeste,App,Pix,1,3,119.9,53.96,0.0,98.08,359.70000000000005,4,Q2,2024,Baixo Valor
2250,2024-08-31,Cliente_0081,Ténis Desportivo Run,Calçados,36,Vermelho,Sudeste,App,Boleto,1,1,349.9,157.45,0.0,87.07,349.9,8,Q3,2024,Baixo Valor
2251,2024-03-13,Cliente_0110,Calça Jeans Casual,Moda Masculina,M,Branco,Nordeste,App,Pix,1,3,189.9,85.45,0.0,42.49,569.7,3,Q1,2024,Médio Valor
2252,2024-01-20,Cliente_0073,Kit Cuecas Boxer 3un,Moda Íntima e Praia,GG,Azul,Sudeste,Loja Física,Cartão de Crédito,12,2,79.9,35.96,0.2,0.0,159.8,1,Q1,2024,Baixo Valor
2253,2024-01-11,Cliente_0119,Calça Jeans Casual,Moda Masculina,G,Preto,Centro-Oeste,App,Boleto,1,1,189.9,85.45,0.0,67.35,189.9,1,Q1,2024,Baixo Valor
2254,2024-08-28,Cliente_0096,Mochila Urbana,Acessórios,G,Azul,Nordeste,App,Pix,1,3,219.9,98.95,0.0,88.98,659.7,8,Q3,2024,Médio Valor
2255,2024-10-29,Cliente_0121,Sunga de Praia,Moda Íntima e Praia,M,Vermelho,Nordeste,App,Cartão de Crédito,12,3,69.9,31.46,0.24,88.86,209.70000000000002,10,Q4,2024,Baixo Valor
2256,2024-01-31,Cliente_0221,Conjunto Lingerie Renda,Moda Íntima e Praia,M,Nude,Sul,App,Boleto,1,2,119.9,53.96,0.0,93.8,239.8,1,Q1,2024,Baixo Valor
2257,2024-03-06,Cliente_0129,Mochila Urbana,Acessórios,G,Preto,Centro-Oeste,App,Cartão de Crédito,4,1,219.9,98.95,0.0,52.9,219.9,3,Q1,2024,Baixo Valor
2258,2024-12-21,Cliente_0010,Camisa Polo Masculina,Moda Masculina,GG,Azul,Centro-Oeste,App,Pix,1,2,129.9,58.46,0.06,23.27,259.8,12,Q4,2024,Baixo Valor
2259,2024-10-02,Cliente_0239,Óculos de Sol Aviador,Acessórios,P,Branco,Nordeste,App,Pix,1,1,179.9,80.95,0.0,37.05,179.9,10,Q4,2024,Baixo Valor
2261,2024-07-18,Cliente_0228,Saia Plissada,Moda Feminina,G,Nude,Sudeste,App,Pix,1,3,119.9,53.96,0.0,99.51,359.70000000000005,7,Q3,2024,Baixo Valor
2262,2024-12-03,Cliente_0183,Cinto de Couro,Acessórios,M,Preto,Nordeste,App,Pix,1,3,69.9,31.46,0.0,20.41,209.70000000000002,12,Q4,2024,Baixo Valor
2263,2024-11-13,Cliente_0160,Vestido Estampado Midi,Moda Feminina,P,Branco,Centro-Oeste,Loja Física,Boleto,1,2,199.9,89.95,0.0,0.0,399.8,11,Q4,2024,Baixo Valor
2265,2024-05-20,Cliente_0092,Bermuda Sarja,Moda Masculina,M,Preto,Sul,Loja Física,Boleto,1,2,99.9,44.96,0.27,0.0,199.8,5,Q2,2024,Baixo Valor
2267,2024-01-29,Cliente_0115,Mochila Urbana,Acessórios,G,Vermelho,Sul,Loja Física,Pix,1,1,219.9,98.95,0.0,0.0,219.9,1,Q1,2024,Baixo Valor
2268,2024-03-17,Cliente_0221,Mochila Urbana,Acessórios,P,Azul,Sul,E-commerce,Boleto,1,3,219.9,98.95,0.0,58.88,659.7,3,Q1,2024,Médio Valor
2269,2024-08-11,Cliente_0120,Óculos de Sol Aviador,Acessórios,G,Branco,Centro-Oeste,Loja Física,Pix,1,1,179.9,80.95,0.0,0.0,179.9,8,Q3,2024,Baixo Valor
2270,2024-12-04,Cliente_0085,Óculos de Sol Aviador,Acessórios,P,Nude,Nordeste,Loja Física,Boleto,1,3,179.9,80.95,0.0,0.0,539.7,12,Q4,2024,Médio Valor
2272,2024-10-19,Cliente_0239,Camisa Polo Masculina,Moda Masculina,G,Preto,Nordeste,Loja Física,Pix,1,3,129.9,58.46,0.0,0.0,389.70000000000005,10,Q4,2024,Baixo Valor
2273,2024-11-03,Cliente_0115,Chinelo Slim Conforto,Calçados,36,Preto,Centro-Oeste,E-commerce,Boleto,1,2,39.9,17.95,0.0,73.12,79.8,11,Q4,2024,Baixo Valor
2274,2024-08-16,Cliente_0132,Sandália Salto Bloco,Calçados,38,Azul,Centro-Oeste,E-commerce,Boleto,1,2,149.9,67.45,0.0,30.1,299.8,8,Q3,2024,Baixo Valor
2277,2024-07-05,Cliente_0040,Vestido Estampado Midi,Moda Feminina,GG,Azul,Sul,App,Cartão de Crédito,7,2,199.9,89.95,0.0,29.91,399.8,7,Q3,2024,Baixo Valor
2278,2024-12-13,Cliente_0210,Sunga de Praia,Moda Íntima e Praia,P,Branco,Sudeste,Loja Física,Pix,1,1,69.9,31.46,0.0,0.0,69.9,12,Q4,2024,Baixo Valor
2279,2024-05-24,Cliente_0245,Calça Jeans Casual,Moda Masculina,G,Azul,Sul,App,Cartão de Crédito,2,2,189.9,85.45,0.0,99.37,379.8,5,Q2,2024,Baixo Valor
2280,2024-12-02,Cliente_0024,Calça Alfaiataria,Moda Feminina,G,Preto,Sudeste,Loja Física,Boleto,1,2,159.9,71.95,0.0,0.0,319.8,12,Q4,2024,Baixo Valor
2281,2024-01-27,Cliente_0060,Óculos de Sol Aviador,Acessórios,G,Branco,Sul,Loja Física,Pix,1,2,179.9,80.95,0.23,0.0,359.8,1,Q1,2024,Baixo Valor
2282,2024-07-15,Cliente_0140,Kit Cuecas Boxer 3un,Moda Íntima e Praia,GG,Preto,Nordeste,Loja Física,Boleto,1,3,79.9,35.96,0.0,0.0,239.70000000000002,7,Q3,2024,Baixo Valor
2283,2024-01-18,Cliente_0157,Camisa Polo Masculina,Moda Masculina,G,Branco,Sul,App,Cartão de Crédito,7,1,129.9,58.46,0.0,23.88,129.9,1,Q1,2024,Baixo Valor
2284,2024-04-21,Cliente_0044,Saia Plissada,Moda Feminina,M,Nude,Sudeste,Loja Física,Pix,1,3,119.9,53.96,0.0,0.0,359.70000000000005,4,Q2,2024,Baixo Valor
2285,2024-11-10,Cliente_0206,Cinto de Couro,Acessórios,GG,Vermelho,Sul,App,Cartão de Crédito,12,3,69.9,31.46,0.0,90.45,209.70000000000002,11,Q4,2024,Baixo Valor
2286,2024-04-29,Cliente_0218,Camisa Polo Masculina,Moda Masculina,GG,Azul,Sudeste,App,Cartão de Crédito,12,3,129.9,58.46,0.0,44.56,389.70000000000005,4,Q2,2024,Baixo Valor
2287,2024-11-27,Cliente_0084,Ténis Desportivo Run,Calçados,42,Vermelho,Norte,Loja Física,Boleto,1,2,349.9,157.45,0.0,0.0,699.8,11,Q4,2024,Médio Valor
2288,2024-12-20,Cliente_0244,Camiseta Básica Algodão,Moda Masculina,G,Vermelho,Nordeste,E-commerce,Boleto,1,3,49.9,22.45,0.0,44.48,149.7,12,Q4,2024,Baixo Valor
2289,2024-04-21,Cliente_0072,Kit Cuecas Boxer 3un,Moda Íntima e Praia,G,Vermelho,Sudeste,E-commerce,Boleto,1,3,79.9,35.96,0.0,35.68,239.70000000000002,4,Q2,2024,Baixo Valor
2290,2024-07-12,Cliente_0171,Vestido Estampado Midi,Moda Feminina,GG,Azul,Norte,App,Boleto,1,3,199.9,89.95,0.0,51.24,599.7,7,Q3,2024,Médio Valor
2291,2024-12-04,Cliente_0014,Camiseta Básica Algodão,Moda Masculina,M,Azul,Sul,E-commerce,Pix,1,1,49.9,22.45,0.0,34.86,49.9,12,Q4,2024,Baixo Valor
2292,2024-04-27,Cliente_0134,Biquíni Cortininha,Moda Íntima e Praia,P,Branco,Nordeste,App,Pix,1,1,139.9,62.96,0.0,76.55,139.9,4,Q2,2024,Baixo Valor
2293,2024-05-05,Cliente_0235,Sunga de Praia,Moda Íntima e Praia,G,Vermelho,Nordeste,Loja Física,Boleto,1,3,69.9,31.46,0.0,0.0,209.70000000000002,5,Q2,2024,Baixo Valor
2296,2024-02-01,Cliente_0024,Blusa Crepe Feminina,Moda Feminina,P,Azul,Norte,Loja Física,Cartão de Crédito,11,1,79.9,35.96,0.11,0.0,79.9,2,Q1,2024,Baixo Valor
2298,2024-04-05,Cliente_0178,Calça Alfaiataria,Moda Feminina,M,Branco,Sudeste,Loja Física,Boleto,1,1,159.9,71.95,0.0,0.0,159.9,4,Q2,2024,Baixo Valor
2299,2024-04-16,Cliente_0094,Ténis Desportivo Run,Calçados,44,Nude,Sul,App,Boleto,1,1,349.9,157.45,0.0,23.46,349.9,4,Q2,2024,Baixo Valor
2300,2024-02-11,Cliente_0006,Vestido Estampado Midi,Moda Feminina,G,Nude,Nordeste,App,Pix,1,3,199.9,89.95,0.0,69.45,599.7,2,Q1,2024,Médio Valor
2301,2024-01-10,Cliente_0242,Vestido Estampado Midi,Moda Feminina,G,Branco,Sudeste,E-commerce,Boleto,1,2,199.9,89.95,0.0,23.58,399.8,1,Q1,2024,Baixo Valor
2302,2024-07-06,Cliente_0206,Sunga de Praia,Moda Íntima e Praia,M,Preto,Sul,App,Boleto,1,2,69.9,31.46,0.0,43.0,139.8,7,Q3,2024,Baixo Valor
2303,2024-05-24,Cliente_0090,Biquíni Cortininha,Moda Íntima e Praia,M,Vermelho,Centro-Oeste,App,Cartão de Crédito,3,1,139.9,62.96,0.0,54.0,139.9,5,Q2,2024,Baixo Valor
2304,2024-04-23,Cliente_0108,Calça Jeans Casual,Moda Masculina,GG,Branco,Centro-Oeste,App,Pix,1,1,189.9,85.45,0.0,47.07,189.9,4,Q2,2024,Baixo Valor
2305,2024-12-11,Cliente_0217,Vestido Estampado Midi,Moda Feminina,G,Preto,Centro-Oeste,Loja Física,Pix,1,1,199.9,89.95,0.27,0.0,199.9,12,Q4,2024,Baixo Valor
2307,2024-07-05,Cliente_0150,Blusa Crepe Feminina,Moda Feminina,P,Azul,Nordeste,Loja Física,Pix,1,1,79.9,35.96,0.0,0.0,79.9,7,Q3,2024,Baixo Valor
2308,2024-06-18,Cliente_0068,Camiseta Básica Algodão,Moda Masculina,P,Nude,Centro-Oeste,E-commerce,Cartão de Crédito,5,2,49.9,22.45,0.0,51.68,99.8,6,Q2,2024,Baixo Valor
2310,2024-01-26,Cliente_0095,Sandália Salto Bloco,Calçados,42,Branco,Nordeste,App,Cartão de Crédito,6,1,149.9,67.45,0.0,76.69,149.9,1,Q1,2024,Baixo Valor
2312,2024-05-18,Cliente_0210,Biquíni Cortininha,Moda Íntima e Praia,M,Nude,Norte,Loja Física,Cartão de Crédito,4,1,139.9,62.96,0.0,0.0,139.9,5,Q2,2024,Baixo Valor
2313,2024-08-17,Cliente_0061,Sunga de Praia,Moda Íntima e Praia,GG,Azul,Norte,Loja Física,Pix,1,1,69.9,31.46,0.2,0.0,69.9,8,Q3,2024,Baixo Valor
2314,2024-12-25,Cliente_0167,Saia Plissada,Moda Feminina,P,Vermelho,Sudeste,E-commerce,Boleto,1,1,119.9,53.96,0.0,39.79,119.9,12,Q4,2024,Baixo Valor
2317,2024-11-30,Cliente_0099,Conjunto Lingerie Renda,Moda Íntima e Praia,P,Branco,Sudeste,Loja Física,Boleto,1,1,119.9,53.96,0.0,0.0,119.9,11,Q4,2024,Baixo Valor
2320,2024-09-08,Cliente_0168,Biquíni Cortininha,Moda Íntima e Praia,GG,Nude,Norte,App,Cartão de Crédito,10,2,139.9,62.96,0.29,54.14,279.8,9,Q3,2024,Baixo Valor
2322,2024-07-24,Cliente_0013,Calça Alfaiataria,Moda Feminina,G,Nude,Centro-Oeste,E-commerce,Boleto,1,2,159.9,71.95,0.0,48.14,319.8,7,Q3,2024,Baixo Valor
2323,2024-08-05,Cliente_0126,Chinelo Slim Conforto,Calçados,38,Azul,Centro-Oeste,E-commerce,Boleto,1,1,39.9,17.95,0.0,78.47,39.9,8,Q3,2024,Baixo Valor
2325,2024-04-30,Cliente_0098,Calça Alfaiataria,Moda Feminina,M,Preto,Nordeste,E-commerce,Boleto,1,3,159.9,71.95,0.0,24.93,479.70000000000005,4,Q2,2024,Baixo Valor
2326,2024-10-22,Cliente_0020,Conjunto Lingerie Renda,Moda Íntima e Praia,M,Branco,Sul,E-commerce,Boleto,1,3,119.9,53.96,0.0,37.03,359.70000000000005,10,Q4,2024,Baixo Valor
2327,2024-10-12,Cliente_0177,Cinto de Couro,Acessórios,GG,Azul,Sul,App,Pix,1,2,69.9,31.46,0.0,34.23,139.8,10,Q4,2024,Baixo Valor
2328,2024-11-02,Cliente_0219,Calça Jeans Casual,Moda Masculina,P,Branco,Norte,Loja Física,Pix,1,1,189.9,85.45,0.0,0.0,189.9,11,Q4,2024,Baixo Valor
2329,2024-07-07,Cliente_0111,Calça Alfaiataria,Moda Feminina,M,Preto,Nordeste,Loja Física,Pix,1,2,159.9,71.95,0.0,0.0,319.8,7,Q3,2024,Baixo Valor
2330,2024-10-17,Cliente_0170,Camisa Polo Masculina,Moda Masculina,P,Azul,Centro-Oeste,Loja Física,Pix,1,1,129.9,58.46,0.0,0.0,129.9,10,Q4,2024,Baixo Valor
2331,2024-02-10,Cliente_0020,Sunga de Praia,Moda Íntima e Praia,G,Branco,Sudeste,Loja Física,Boleto,1,3,69.9,31.46,0.0,0.0,209.70000000000002,2,Q1,2024,Baixo Valor
2333,2024-06-29,Cliente_0138,Biquíni Cortininha,Moda Íntima e Praia,GG,Nude,Nordeste,E-commerce,Pix,1,3,139.9,62.96,0.0,84.53,419.70000000000005,6,Q2,2024,Baixo Valor
2334,2024-07-23,Cliente_0200,Sandália Salto Bloco,Calçados,40,Preto,Norte,E-commerce,Cartão de Crédito,5,1,149.9,67.45,0.23,88.65,149.9,7,Q3,2024,Baixo Valor
2335,2024-11-14,Cliente_0225,Sunga de Praia,Moda Íntima e Praia,P,Nude,Norte,Loja Física,Boleto,1,2,69.9,31.46,0.0,0.0,139.8,11,Q4,2024,Baixo Valor
2336,2024-11-14,Cliente_0204,Conjunto Lingerie Renda,Moda Íntima e Praia,M,Azul,Norte,E-commerce,Pix,1,3,119.9,53.96,0.0,62.29,359.70000000000005,11,Q4,2024,Baixo Valor
2337,2024-02-15,Cliente_0225,Camiseta Básica Algodão,Moda Masculina,P,Preto,Sul,App,Pix,1,1,49.9,22.45,0.0,87.33,49.9,2,Q1,2024,Baixo Valor
2338,2024-06-03,Cliente_0065,Kit Cuecas Boxer 3un,Moda Íntima e Praia,M,Preto,Centro-Oeste,Loja Física,Pix,1,1,79.9,35.96,0.0,0.0,79.9,6,Q2,2024,Baixo Valor
2340,2024-08-29,Cliente_0199,Sandália Salto Bloco,Calçados,44,Nude,Nordeste,App,Cartão de Crédito,1,2,149.9,67.45,0.0,66.25,299.8,8,Q3,2024,Baixo Valor
2341,2024-04-07,Cliente_0103,Bermuda Sarja,Moda Masculina,P,Branco,Sudeste,E-commerce,Boleto,1,2,99.9,44.96,0.0,59.01,199.8,4,Q2,2024,Baixo Valor
2342,2024-01-22,Cliente_0206,Kit Cuecas Boxer 3un,Moda Íntima e Praia,G,Azul,Sudeste,App,Cartão de Crédito,7,3,79.9,35.96,0.1,48.77,239.70000000000002,1,Q1,2024,Baixo Valor
2343,2024-06-23,Cliente_0141,Vestido Estampado Midi,Moda Feminina,G,Nude,Sul,App,Cartão de Crédito,11,3,199.9,89.95,0.21,78.16,599.7,6,Q2,2024,Médio Valor
2344,2024-12-26,Cliente_0234,Mochila Urbana,Acessórios,P,Preto,Norte,Loja Física,Cartão de Crédito,10,1,219.9,98.95,0.0,0.0,219.9,12,Q4,2024,Baixo Valor
2347,2024-11-12,Cliente_0154,Sapato Social Couro,Calçados,44,Preto,Sudeste,E-commerce,Cartão de Crédito,8,2,289.9,130.45,0.0,95.16,579.8,11,Q4,2024,Médio Valor
2348,2024-07-16,Cliente_0248,Saia Plissada,Moda Feminina,G,Azul,Nordeste,E-commerce,Boleto,1,3,119.9,53.96,0.0,99.69,359.70000000000005,7,Q3,2024,Baixo Valor
2350,2024-05-08,Cliente_0162,Blusa Crepe Feminina,Moda Feminina,G,Vermelho,Sul,App,Pix,1,3,79.9,35.96,0.0,86.69,239.70000000000002,5,Q2,2024,Baixo Valor
2351,2024-03-12,Cliente_0080,Blusa Crepe Feminina,Moda Feminina,GG,Vermelho,Sul,App,Pix,1,1,79.9,35.96,0.0,50.79,79.9,3,Q1,2024,Baixo Valor
2352,2024-04-11,Cliente_0180,Boné Ajustável Aba Curva,Acessórios,GG,Vermelho,Centro-Oeste,E-commerce,Pix,1,3,59.9,26.95,0.0,97.71,179.7,4,Q2,2024,Baixo Valor
2354,2024-12-10,Cliente_0089,Camisa Polo Masculina,Moda Masculina,G,Vermelho,Nordeste,App,Cartão de Crédito,6,3,129.9,58.46,0.0,34.63,389.70000000000005,12,Q4,2024,Baixo Valor
2355,2024-12-07,Cliente_0048,Camiseta Básica Algodão,Moda Masculina,GG,Branco,Sul,Loja Física,Pix,1,2,49.9,22.45,0.0,0.0,99.8,12,Q4,2024,Baixo Valor
2356,2024-02-22,Cliente_0167,Cinto de Couro,Acessórios,M,Branco,Centro-Oeste,Loja Física,Pix,1,3,69.9,31.46,0.0,0.0,209.70000000000002,2,Q1,2024,Baixo Valor
2357,2024-09-01,Cliente_0158,Óculos de Sol Aviador,Acessórios,G,Vermelho,Norte,Loja Física,Cartão de Crédito,2,1,179.9,80.95,0.0,0.0,179.9,9,Q3,2024,Baixo Valor
2358,2024-04-30,Cliente_0120,Chinelo Slim Conforto,Calçados,36,Branco,Sudeste,Loja Física,Pix,1,3,39.9,17.95,0.0,0.0,119.69999999999999,4,Q2,2024,Baixo Valor
2360,2024-07-23,Cliente_0092,Boné Ajustável Aba Curva,Acessórios,M,Preto,Sudeste,Loja Física,Cartão de Crédito,6,3,59.9,26.95,0.0,0.0,179.7,7,Q3,2024,Baixo Valor
